,0,1,2,3,4,5,6,7,8,9
207,tt0079944,Stalker,8.1,70026,"[Drama, Sci-Fi]","[<Person: Alisa Freyndlikh (nm0293981)>, <Person: Aleksandr Kaydanovskiy (nm0435289)>, <Person: Anatoliy Solonitsyn (nm0813463)>, <Person: Nikolay Grinko (nm0342458)>]",[<Person: Andrei Tarkovsky (nm0001789)>],"[Near a gray and unnamed city is the Zone, an alien place guarded by barbed wire and soldiers. Over his wife's objections, a man rises in the early morning and leaves her with their disabled daughter to meet two men. He's a Stalker, one of a handful who have the mental gifts (and who risk imprisonment) to lead people into the Zone to the Room, a place where one's secret hopes come true. His clients are a burned out popular writer, cynical, and questioning his talent; and a quiet scientist more concerned about his knapsack than the journey. In the deserted Zone, the approach to the Room must be indirect. As they draw near, the rules seem to change and the stalker faces a crisis.]",9780,Not Rated
208,tt0353969,Memories of Murder,8.1,69475,"[Crime, Drama, Mystery, Thriller]","[<Person: Kang-ho Song (nm0814280)>, <Person: Sang-kyung Kim (nm1235292)>, <Person: Roe-ha Kim (nm1323287)>, <Person: Jae-ho Song (nm1138201)>]",[<Person: Joon-ho Bong (nm0094435)>],"[In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho Yong-koo, two brutal and stupid local detectives without any technique, investigate the murder using brutality and torturing the suspects, without any practical result. The Detective Seo Tae-Yoon from Seoul comes to the country to help the investigations and is convinced that a serial-killer is killing the women. When a third woman is found dead in the same ""modus-operandi"", the detectives find leads of the assassin., South Korea in 1986 under the military dictatorship: Two rural cops and a special detective from the capital investigate a series of brutal rape murder. Their crude measures become more desperate with each new corpse found. Based on a true case.]",7920,Unrated
209,tt0075686,Annie Hall,8.1,196737,"[Comedy, Romance]","[<Person: Woody Allen (nm0000095)>, <Person: Diane Keaton (nm0000473)>, <Person: Tony Roberts (nm0731634)>, <Person: Carol Kane (nm0001406)>]",[<Person: Woody Allen (nm0000095)>],"[Alvy Singer, a forty year old twice divorced, neurotic, intellectual Jewish New York stand-up comic, reflects on the demise of his latest relationship, to Annie Hall, an insecure, flighty, Midwestern WASP aspiring nightclub singer. Unlike his previous relationships, Alvy believed he may have worked out all the issues in his life through fifteen years of therapy to make this relationship with Annie last, among those issues being not wanting to date any woman that would want to date him, and thus subconsciously pushing those women away. Alvy not only reviews the many ups and many downs of their relationship, but also reviews the many facets of his makeup that led to him starting to date Annie. Those facets include growing up next to Coney Island in Brooklyn, being attracted to the opposite sex for as long as he can remember, and enduring years of Jewish guilt with his constantly arguing parents., Comedian Alvy Singer examines the rise and fall of his relationship with struggling nightclub singer Annie Hall. Speaking directly to the audience in front of a bare background, Singer reflects briefly on his childhood and his early adult years before settling in to tell the story of how he and Annie met, fell in love, and struggled with the obstacles of modern romance, mixing surreal fantasy sequences with small moments of emotional drama., Romantic adventures of neurotic New York comedian Alvy Singer and his equally neurotic girlfriend Annie Hall. The film traces the course of their relationship from their first meeting, and serves as an interesting historical document about love in the 1970s., After breaking up with his girlfriend Annie Hall, neurotic comedian Alvy Singer goes on a stream of conciousness journey through his memories of their relationship, trying to find out what caused them to part ways. He often breaks the fourth wall, speaking to the camera, entering peoples' stories, and even using animation.]",5580,PG
210,tt0120382,The Truman Show,8.1,681663,"[Comedy, Drama, Sci-Fi]","[<Person: Jim Carrey (nm0000120)>, <Person: Ed Harris (nm0000438)>, <Person: Laura Linney (nm0001473)>, <Person: Noah Emmerich (nm0001187)>]",[<Person: Peter Weir (nm0001837)>],"[In this movie, Truman is a man whose life is a fake one... The place he lives is in fact a big studio with hidden cameras everywhere, and all his friends and people around him, are actors who play their roles in the most popular TV-series in the world: The Truman Show. Truman thinks that he is an ordinary man with an ordinary life and has no idea about how he is exploited. Until one day... he finds out everything. Will he react?, Truman Burbank lives a happy life. However, what he doesn't know is that his life is actually the focus of a reality TV show aired since his birth, that he's the star, his hometown is a giant set piece, and everyone around him is an actor going by a script., Truman Burbank is a normal man, living in a normal town. He grew up to be a desk clerk for a insurance company, living an ordinary life, having an ordinary wife, an ordinary neighbour and an ordinary bud, who pops in from time to time with a sixpack. But Truman is not happy with his life. He wants to see the world. He wants to get away from his happy-happy, ever tidy, nice'n'shiny little island town at the seaside. In reality, Truman was an unwanted pregnancy. His ""father"", Christof, a reckless TV-Producer whom he never met, made up the Truman Show - the greatest show on earth - a show in which life is live. So, everyone around poor Truman is an actor with a little headphone in the ear. One day, Truman accidentally bumps into a catering area backstage and gets pretty suspicious. His plan now is: Pretend to be sleeping and steal away..., Truman Burbankis happy with his life. He is a successful business man, he has a nice wife and many friends. However, Truman finds his life is getting very repetitive. Actually every moment of his life is being filmed, being watched by millions, and that his world is limited in a small Hollywood film set. Truman decides to follow his discovery no matter how hard and how much it pains him., He's the star of the show--but he doesn't know. Truman Burbank is a man whose life is a nonstop TV show. Truman doesn't realize that his quaint hometown is a giant studio set run by a visionary producer/director/creator, that folks living and working there are Hollywood actors, that even his incessantly bubbly wife is a contract player. Gradually, Truman gets wise. And what he does about his discovery will have you laughing, crying and cheering.]",6180,PG
211,tt0112471,Before Sunrise,8.1,187595,"[Drama, Romance]","[<Person: Ethan Hawke (nm0000160)>, <Person: Julie Delpy (nm0000365)>, <Person: Andrea Eckert (nm0248600)>, <Person: u'Hanno P\xf6schl' (u'nm0702541')>]",[<Person: Richard Linklater (nm0000500)>],"[American tourist Jesse and French student Celine meet by chance on the train from Budapest to Vienna. Sensing that they are developing a connection, Jesse asks Celine to spend the day with him in Vienna, and she agrees. So they pass the time before his scheduled flight the next morning together. How do two perfect strangers connect so intimately over the course of a single day? What is that special thing that bonds two people so strongly? As their bond turns to love, what will happen to them the next morning when Jesse flies away?, Jesse, an American, has been traveling around Europe on his own aimlessly for the past few weeks on his Eurail pass. His last stop, where he is currently heading, is Vienna, from where he will catch a flight home tomorrow morning. Celine, a Parisienne, had been in Budapest visiting her grandmother. She is currently heading back to Paris to resume her studies at the Sorbonne. Jesse and Celine meet by chance on the same westbound train out of Budapest. The connection they feel from their short conversation on the train is enough for Jesse to suggest at the last minute that she get off the train with him in Vienna and that they spend time together in Vienna - just wandering around the city as was his original plan as he doesn't have the money for a hotel - before he needs to go to the airport, and at which time she will board the next train to Paris. If it ends up she feels uncomfortable with him as time progresses, she could ditch him at any point. Celine agrees. As they wander from place to place in Vienna, they talk about their philosophies of life and love. They also talk about logistical issues regarding their time, such as why Jesse was in Europe to begin with, what they are feeling for each other, if there is a future for them together and if so what that future may look like taking into consideration both their current lots in life., Two young people meet briefly on a train traveling through Europe. Each enjoy talking to each other so much that they decide to get off the train together in Vienna. As they wander the city together and their night progresses, their connection makes the idea of separating the next morning a difficult choice., A French grad student named Celine meets an American boy named Jesse on the Budapest-Vienna train. They get off the train in Vienna and hang out for a while., Before Sunrise is a romance between a young American (Jesse) and a French student (Celine). A chance encounter on the train incites intrigue, and Jesse provocatively suggests that Celine postpones her return to France and embarks instead on a spontaneous expedition to Vienna. In the course of their 14-hour relationship, the two share in their love for the unrehearsed and their appreciation for the unexpected as they explore in a powerful meeting of hearts and minds.]",6300,R
212,tt0440963,The Bourne Ultimatum,8.1,501378,"[Action, Mystery, Thriller]","[<Person: Matt Damon (nm0000354)>, <Person: u'Edgar Ram\xedrez' (u'nm1183149')>, <Person: Joan Allen (nm0000260)>, <Person: Julia Stiles (nm0005466)>]",[<Person: Paul Greengrass (nm0339030)>],"[Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him., After being recovered from the sea, and after losing the one he loves, Jason Bourne is one more step closer to finding out how David Webb became Jason Bourne. Whilst Pamela Landy has decided to leave Bourne alone, CIA Deputy Director Noah Vosen has other plans. He believes that Bourne is still dangerous and must be eliminated, before he finds out his true identity and takes the CIA down with him., Bourne is once again brought out of hiding, Jason Bourne is now hunted by the people who made him what he is--legendary assassin. Having lost his memory and the one person he loved, he is undeterred by the barrage of bullets and a new generation of highly-trained killers. Bourne has only one objective: to go back to the beginning and find out who he was., When Jason Bourne contacts the British reporter of The Guardian Simon Ross that is researching the Operation Blackbriar that superseded the Project Treadstone to find out a clue to lead to his true identity, he is chased by CIA Deputy Director Noah Vosen, who wants to eliminate him. Jason is chased in Moscow, Paris, Madrid, London and Tangier, and while fighting to survive, he is supported by Nicky Parsons and Pamela Landy.]",6900,PG-13
213,tt0083987,Gandhi,8.1,174609,"[Biography, Drama, History]","[<Person: Ben Kingsley (nm0001426)>, <Person: John Gielgud (nm0000024)>, <Person: Candice Bergen (nm0000298)>, <Person: Edward Fox (nm0002081)>]",[<Person: Richard Attenborough (nm0000277)>],"[In 1893, Gandhi is thrown off a South African train for being an Indian and traveling in a first class compartment. Gandhi realizes that the laws are biased against Indians and decides to start a non-violent protest campaign for the rights of all Indians in South Africa. After numerous arrests and the unwanted attention of the world, the government finally relents by recognizing rights for Indians, though not for the native blacks of South Africa. After this victory, Gandhi is invited back to India, where he is now considered something of a national hero. He is urged to take up the fight for India's independence from the British Empire. Gandhi agrees, and mounts a non-violent non-cooperation campaign of unprecedented scale, coordinating millions of Indians nationwide. There are some setbacks, such as violence against the protesters and Gandhi's occasional imprisonment. Nevertheless, the campaign generates great attention, and Britain faces intense public pressure. Too weak from World War II to continue enforcing its will in India, Britain finally grants India's independence. Indians celebrate this victory, but their troubles are far from over. Religious tensions between Hindus and Muslims erupt into nation-wide violence. Gandhi declares a hunger strike, saying he will not eat until the fighting stops. The fighting does stop eventually, but the country is divided. It is decided that the northwest area of India, and eastern part of India (current day Bangladesh), both places where Muslims are in the majority, will become a new country called Pakistan (West and East Pakistan respectively). It is hoped that by encouraging the Muslims to live in a separate country, violence will abate. Gandhi is opposed to the idea, and is even willing to allow Muhammad Ali Jinnah to become the first prime minister of India, but the Partition of India is carried out nevertheless. Gandhi spends his last days trying to bring about peace between both nations. He thereby angers many dissidents on both sides, one of whom finally gets close enough to assassinate him., The last fifty years of the life of Mahatma Gandhi leading to his assassination in 1948 is portrayed. In the late 1800's South Africa, then Indian-British attorney Mohandas K. Gandhi takes up the cause of fighting what he sees as racially discriminatory laws against colored people such as himself and other ethnic Indians. Being that South Africa is part of the British Empire, he is hoping that news of such in the British press will support his cause. Although violence is used against him by the authorities, his protests are only by peaceful means. Having made a name for himself as a motivator of peaceful action which he does not want confused with passivity, Gandhi returns to India in 1915, when he has now abandoned his western clothing for more basic self-made garb of shawls and loincloths. He is asked by prominent Indian figures of the day, such as Jawaharlal Nehru, Sardar Vallabhai Patel and Mohammad Ali Jinnah, to join the fight for Indian independence from the British, despite some within that group believing Gandhi's methods ineffective. Because of internal religious conflicts between the Hindus and minority Muslims among others, the British believe that an Indian self-government would lead to chaos, which to Gandhi is beside the point. But Gandhi's ability to rally the troops is enough to strike fear in the British controlled authorities, who do whatever they feel they need to quash his quiet revolution while trying not to make him appear the martyr. Even if Gandhi and his cohorts are able to achieve independence for their homeland, Gandhi must figure out how to control the dissent between the Hindus and the Muslims. Among those documenting the process are American journalist Vince Walker and American photojournalist Margaret Bourke-White, both on the most part sympathetic to Gandhi's cause., This acclaimed biographical drama presents major events in the life of Mohandas K. Gandhi, the beloved Indian leader who stood against British rule over his country. Dedicated to the concept of nonviolent resistance, Gandhi is initially dismissed by English officials, including the influential Lord Irwin, but eventually he and his cause become internationally renowned, and his gatherings of passive protest move India towards independence., When Mohandas Gandhi first set foot in British India, he had already been to Britain and South Africa, and had created quite a stir for the betterment of the people. But in India, he realized that he had first to live the life of a peasant to understand what it is to be an Indian. This resolve will lead him to shed his westerners clothing, don a simple loincloth, mobilize awareness of local industry, lessen dependence on imported clothing and material, the historic Dandee march for withdrawal of the salt tax, a fast unto death to stop the virtual slaughter of British troops, and be imprisoned several times. His resolve was to work with stalwarts such as Mohammed Ali Jinnah, Sardar Valabhbhai Patel, Professor Gokhale, J.B. Kripalani, Maulana Azad, and Pandit Jawaharlal Nehru to ensure first of all to get the British to quit India, and then run an Indian Government under the Congress party. Gandhi will soon realize that it is not enough to be just an Indian, for India has many facets - Muslim, Hindu, Sikh, Jewish, and Christian. The British relied on these many facets as an excuse for their continuance as they wanted to ensure that the minorities are not oppressed. Concerned over the inroads made by Gandhi to unite the Hindus, Muslims, and all others under a common umbrella, the British invited Jinnah for talks, and it is here that a seed was laid for a separate country called Pakistan. When Gandhi came to know about this, he pleaded with Jinnah to unite the Muslims, even take over as the first Prime Minister with his choice of Muslim candidates for Parliament, but separatist Jinnah had already made up his mind. The World Wars of 1914 and 1944 having taken its toll on Europe, and on Britain in particular, the weary British finally decided to leave India in 1947 - not the India they had conquered - but an India that was ready to be divided in East Pakistan and West Pakistan. Now after the much awaited independence was the real test for Gandhi - a test that will make him or break him - as he started a fast unto death to try and stop the violence that was threatening to break out into a civil war.]",11460,PG
214,tt0046911,Diabolique,8.1,42963,"[Crime, Drama, Horror, Mystery, Thriller]","[<Person: Simone Signoret (nm0797531)>, <Person: u'V\xe9ra Clouzot' (u'nm0167243')>, <Person: Paul Meurisse (nm0582890)>, <Person: Charles Vanel (nm0889024)>]",[<Person: Henri-Georges Clouzot (nm0167241)>],"[The wife and mistress of a sadistic boarding school headmaster plot to kill him. They drown him in the bathtub and dump the body in the school's filthy swimming pool... but when the pool is drained, the body has disappeared - and subsequent reported sightings of the headmaster slowly drive his 'killers' (and the audience) up the wall with almost unbearable suspense..., In a French provincial town, Michel Delassalle, a sadistic headmaster of a school belonging to his wife Christina, a fragile young woman with a weak heart, carries on an affair with Nicole Horner, a strong, forceful teacher who has been his mistress from the day she arrived. He has, however, treated her as badly as his wife, and the two women have been driven into an alliance against him. Together they work out an elaborate plan to rid themselves of their common tormentor. Luring him away from the school to Nocole's cheap lodging house, they induce him to drink some doctored whiskey - and drown him in a bath. The body is later wrapped in a nylon tablecloth, packed into a laundry basket, taken back to the school, and at dark tipped into the grimy water of the school swimming pool. When, shortly after, the pool is drained, watched in anguished expectation from a window by the women, no corpse is there. Soon other mysterious events begin to occur..., Christina Delasalle suffers greatly at the hands of her brutish husband Michel. She inherited the boys boarding school they run but it's clearly Michel who is in charge. With Nicole Horner - one of the teachers and Michel's former lover - they decide to kill him. They lure him to Nicole's house where he is drugged and drowned in the bath. They then dispose of his body in the school murky and algae-filled swimming pool. After several days, his body fails to float up to the surface and when the pool is drained, his body is nowhere to be found. Christina, who has a serious condition, is terrified especially after one of the students says he saw him. By chance, she meets a retired police inspector who decides to look into the case., Married Michel and Christina Delassalle are the headmaster and headmistress respectively of Institution Delassalle, a second rate boys boarding school in St. Cloud, outside of Paris. Although Christina officially owns it - she bringing it into their marriage as part of her dowry - Michel effectively makes all the decisions, partly because he wants to show everyone involved that he is in control as the man, and as Christina is a frail woman with a delicate constitution, the primary problem being a weak heart. Their marriage has long been over because of Michel's brutish behavior toward her, although Christina, a devout Catholic, refuses to get a divorce. Michel has openly been having an affair with Nicole Horner, one of the teachers at the school. But even now their relationship is on the rocks as Michel beats her. Nicole convinces Christina that their collective problems can all be solved if they kill Michel. Nicole hatches an elaborate plan to take place over a long weekend: she and Christina will drive down to her house in Niort for the weekend, while Michel is stuck at the school; Christina will make up some ruse for Michel to come to Niort; they will drug and then drown him in Nicole's bathtub; they will then transport the body back to the school before the end of the weekend, dumping the body into the school's murky outdoor pool; the dead body will eventually rise to the surface and thus be discovered. With the successful execution of the plan, Nicole and Christina will have an alibi of being away for the weekend when he would have died by accidentally drowning in the pool. With a few required modifications and a few hiccups along the way, the latter largely due to Christina often losing her nerve, they are able to carry out the plan successfully... or so they believe. However, the body never materializes in the pool, even after the pool is emptied on a pretense. Other strange things happen with regard to a missing Michel which belie what Nicole and Christina believe to be reality. Did someone discover what they did, take the body and will eventually try to blackmail them? Is Michel still alive and just playing with them? Are their minds playing tricks on them? Or is there another reason they just have not thought about as a possibility?]",6960,Unrated
215,tt0075148,Rocky,8.1,382720,"[Drama, Sport]","[<Person: Sylvester Stallone (nm0000230)>, <Person: Talia Shire (nm0001735)>, <Person: Burt Young (nm0949350)>, <Person: Carl Weathers (nm0001835)>]",[<Person: John G. Avildsen (nm0000814)>],"[Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time., Rocky Balboa is a kind-hearted and uneducated club fighter from Philadelphia whose main source of income is collecting debts for local crime boss, Gazzo. Despite having talent, nobody believes that Rocky can make to the pros. He falls in love with his best friend's sister and everything seems to be going okay. But things just get better as reigning the champion's opponent gets injured and Rocky is chosen to take his place because of his nick-name, ""the Italian Stallion."" Rocky sees it as a chance to live his dream and go the distance with the heavyweight champion of the world., Rocky Balboa is a struggling boxer failing to make it big time. Despite his true talent and his inability to admit defeat, his friends and his coach, Micky, never give him the time of day. When Apollo Creed, the Heavyweight Champion of the World visits Rocky's home town asking for a lesser man to fight, Apollo chooses him based on his nickname, 'The Italian Stallion'. With his shot at glory in front of him, Rocky trains harder than he thought was possible in order to earn his own self-respect and go the distance., Rocky Balboa, a small-time boxer from working-class Philadelphia, is arbitrarily chosen to take on the reigning world heavyweight champion, Apollo Creed, when the undefeated fighter's scheduled opponent is injured. While training with feisty former bantamweight contender Mickey Goldmill, Rocky tentatively begins a relationship with Adrian, the wallflower sister of his meat-packer pal Paulie., Rocky Balboa is a small-time boxer who lives in an apartment in Philadelphia, Pennsylvania, and his career has so far not gotten off the canvas. Rocky earns a living by collecting debts for a loan shark named Gazzo, but Gazzo doesn't think Rocky has the viciousness it takes to beat up deadbeats. Rocky still boxes every once in a while to keep his boxing skills sharp, and his ex-trainer, Mickey, believes he could've made it to the top if he was willing to work for it. Rocky, goes to a pet store that sells pet supplies, and this is where he meets a young woman named Adrian, who is extremely shy, with no ability to talk to men. Rocky befriends her. Adrain later surprised Rocky with a dog from the pet shop that Rocky had befriended. Adrian's brother Paulie, who works for a meat packing company, is thrilled that someone has become interested in Adrian, and Adrian spends Thanksgiving with Rocky. Later, they go to Rocky's apartment, where Adrian explains that she has never been in a man's apartment before. Rocky sets her mind at ease, and they become lovers. Current world heavyweight boxing champion Apollo Creed comes up with the idea of giving an unknown a shot at the title. Apollo checks out the Philadelphia boxing scene, and chooses Rocky. Fight promoter Jergens gets things in gear, and Rocky starts training with Mickey. After a lot of training, Rocky is ready for the match, and he wants to prove that he can go the distance with Apollo., The 'Italian Stallion', Rocky Balboa, is an aspiring boxer in downtown Philadelphia. His one chance to make a better life for himself is through his boxing and Adrian, a girl who works in the local pet store. Through a publicity stunt, Rocky is set up to fight Apollo Creed, the current heavyweight champion who is already set to win. But Rocky really needs to triumph, against all the odds...]",7200,PG
216,tt0246578,Donnie Darko,8.1,590462,"[Drama, Sci-Fi, Thriller]","[<Person: Jake Gyllenhaal (nm0350453)>, <Person: Jena Malone (nm0540441)>, <Person: Mary McDonnell (nm0001521)>, <Person: Holmes Osborne (nm0651660)>]",[<Person: Richard Kelly (nm0446819)>],"[Donnie Darko doesn't get along too well with his family, his teachers and his classmates; but he does manage to find a sympathetic friend in Gretchen, who agrees to date him. He has a compassionate psychiatrist, who discovers hypnosis is the means to unlock hidden secrets. His other companion may not be a true ally. Donnie has a friend named Frank - a large bunny which only Donnie can see. When an engine falls off a plane and destroys his bedroom, Donnie is not there. Both the event, and Donnie's escape, seem to have been caused by supernatural events. Donnie's mental illness, if such it is, may never allow him to find out for sure., Taking place during an election year in the late 1980s, Donnie Darko tells the story of a troubled teenager who receives disturbing visions from a tall bunny rabbit telling him the world will soon come to an end. Seeking answers, Donnie investigates time travel in an attempt to turn back the clock and prevent the world's seemingly impending doom... actions which pose bizarre and life-changing results., Troubled adolescent, Donnie Darko, receives a disturbing vision that the world will end in 28 days. With the help of various characters, including a 6 foot rabbit called Frank, he slowly discovers the mysterious physical and metaphysical laws that govern his life and that will lead up to the destruction of the universe., A troubled teenager, Donnie Darko, escapes death when a jet-engine crashes in his bedroom, because he follows a giant bunny leading him outside. The bunny, called Frank, tells him that the world will end in 28 days. As the final date comes closer and closer Donnie is drawn into an alarming series of events that may or may not be a product of growing insanity., During the presidential election of 1988, a teenager named Donnie Darko sleepwalks out of his house one night, and sees a giant, demonic-looking rabbit named Frank, who tells him the world will end in 28 days, 6 hours, 42 minutes, and 12 seconds. He returns home the next morning to find that a jet engine has crashed through his bedroom. As he tries to figure out why he survived and tries to deal with people in his town, like the school bully, his conservative health teacher, and a self-help guru, Frank continues to turn up in Donnie's mind, causing him to commit acts of vandalism and worse.]",6780,R
217,tt1201607,Harry Potter and the Deathly Hallows: Part 2,8.1,553884,"[Adventure, Drama, Fantasy, Mystery]","[<Person: Daniel Radcliffe (nm0705356)>, <Person: Emma Watson (nm0914612)>, <Person: Rupert Grint (nm0342488)>, <Person: Michael Gambon (nm0002091)>]",[<Person: David Yates (nm0946734)>],"[Harry, Ron, and Hermione continue their quest of finding and destroying the Dark Lord's three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins and life as they know it will never be the same again., Harry, Ron, and Hermione continue to find the rest of Voldemort's Horecruxes, until Harry discovers that one is at Hogwarts, they flee there as soon as possible but Voldemort instantly finds out about there mission. The battle is drawn at Hogwarts as many people fight to protect Harry Potter. Harry then realises that people are dying constantly for his mistakes and then eventually fights Voldemort for the last time. Along the way, crucial secrets are unraveled, and the mysterious but legendary Deathly Hallows reappear.]",7800,PG-13
218,tt0056801,8½,8.1,80021,"[Drama, Fantasy]","[<Person: Marcello Mastroianni (nm0000052)>, <Person: u'Anouk Aim\xe9e' (u'nm0000733')>, <Person: Claudia Cardinale (nm0001012)>, <Person: Sandra Milo (nm0590452)>]",[<Person: Federico Fellini (nm0000019)>],"[Guido is a film director, trying to relax after his last big hit. He can't get a moment's peace, however, with the people who have worked with him in the past constantly looking for more work. He wrestles with his conscience, but is unable to come up with a new idea. While thinking, he starts to recall major happenings in his life, and all the women he has loved and left. An autobiographical film of Fellini, about the trials and tribulations of film making., Famed director Guido Anselmi is working on his latest movie - part science fiction, part commentary on Catholicism, but most importantly primarily autobiography. Despite Anselmi declaring that this movie should be an easy one to make, he is having problems with his artistic vision, specifically as he does not want to tell a lie on screen. From the stress, he has checked himself into a spa to help him with many of his problems, both professional and personal. As he works through these problems, he reminisces about his childhood and fantasizes about how he either sees things playing out or how he hopes they will play out. Surrounding him at the spa and/or on set are many of the real life people who will be portrayed on screen including: his wife Luisa who he loves but who he does not fully understand especially as it relates to their marriage; his mistress Carla, the antithesis of Luisa; and an actress named Claudia who he sees as providing his ultimate salvation., 8 1/2 is about Guido Anselmi, an Italian director who has lost all inspiration for his upcoming movie, and it's too late to back out. And aside from the fact that he can't make the film, his mistress, wife, producer, and all the rest of his friends, are pressuring him about one thing or another. So he retreats into his dreams to shelter himself from the pressure, and there, he finds inspiration to make his new film, and face the world.]",8280,Not Rated
219,tt0198781,"Monsters, Inc.",8.1,597974,"[Animation, Adventure, Comedy, Family, Fantasy]","[<Person: Billy Crystal (nm0000345)>, <Person: John Goodman (nm0000422)>, <Person: Mary Gibbs (nm0316701)>, <Person: Steve Buscemi (nm0000114)>]","[<Person: Pete Docter (nm0230032)>, <Person: David Silverman (nm0798899)>]","[A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed ""Boo,"" who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc., Sully and Mike are 2 monster employees that work at a lighting/scaring company known as Monsters Inc and are close to breaking the all-time scare record. While mike is out with his girlfriend, Selia, Sully finds a door while looking for mike's paper and something else-a human child running amok in the city! Left with no other choice, sully must now seek help from mike to return the child before everyone finds out and Armageddon breaks out, James P. Sullivan (AKA ""Sulley"") and Mike Wazowski pick up their paychecks at Monsters Inc., the utility company that generates energy from the goose bumps of children. Sulley, the No. 1 scream-generator at the plant accidentally lets in a little girl into the monster world. Since monsters are actually terrified of children it's a major cause for alarm and a major headache for Sulley and Mike., In a land of monsters, James P. Sullivan is king. He and his coworker/ friend Mike Wazowski are two of many monsters that work for Monsters Inc. a utility company that generates power for a very paranoid and nervous city of monsters. This power, oddly enough, is generated from the screams of children, which is produced by scaring them in their sleep. One night, however, Sully uncovers a devious plot to rid Monster city of it's power problems, but in all the wrong ways. Together, ironically, Sully and Mike will fight to protect the innocence of the children they scare every night., In the world behind our closet doors, monsters like Mike and Sulley work hard for their income. To be exact, the monster world depends on our children's screams: It is their energy that makes lightbulbs glow and cars drive. Big companies like Monsters, Inc. collect the scream energy, and many monsters work there in shifts. In these times, it is getting harder and harder to shock the kids properly, since they're so spoiled by television, so that there's an energy shortage in the monster world. Sulley, the number one frightener, one day accidentally lets a human child into the monster world. Since kids are supposed to be poisonous and carry loads of diseases, pandemonium ensues. After Mike and Sulley discover that the girl they named Boo actually seems quite harmless, they decide to bring her back through her door into her room. But Boo's presence is more than just a mere accident. Now, Mike and Sulley have to face an enemy within their own ranks.]",5520,TV-PG
220,tt0032138,The Wizard of Oz,8.1,296275,"[Adventure, Family, Fantasy, Musical]","[<Person: Judy Garland (nm0000023)>, <Person: Frank Morgan (nm0604656)>, <Person: Ray Bolger (nm0001961)>, <Person: Bert Lahr (nm0481618)>]",[<Person: Victor Fleming (nm0281808)>],"[In this charming film based on the popular L. Frank Baum stories, Dorothy and her dog Toto are caught in a tornado's path and somehow end up in the land of Oz. Here she meets some memorable friends and foes in her journey to meet the Wizard of Oz who everyone says can help her return home and possibly grant her new friends their goals of a brain, heart and courage., Dorothy lives on a farm in Kansas until a cyclone arrives, and picks her, her house, and her dog up and deposits them in the land of Oz. Things in Oz are strange and beautiful, but Dorothy just wants to get back home. She's helped by the Good Witch of the North, but she's also in trouble with the Wicked Witch of the West, who seeks revenge for the death of her sister; the Wicked Witch of the East, for which she blames Dorothy., When a nasty neighbor tries to have her dog put to sleep, Dorothy takes her dog Toto, to run away. A cyclone appears and carries her to the magical land of Oz. Wishing to return, she begins to travel to the Emerald City where a great wizard lives. On her way she meets a Scarecrow who needs a brain, a Tin Man who wants a heart, and a Cowardly Lion who desperately needs courage. They all hope the Wizard of Oz will help them, before the Wicked Witch of the West catches up with them.]",6120,Passed
