,Actors,Awards,Country,Director,Error,Genre,Language,Metascore,Plot,Poster,Rated,Released,Response,Runtime,Title,Type,Writer,Year,imdbID,imdbRating,imdbVotes
420,"Dimitrius Pulido, Tina Rodriguez, Paeka Campos, Joseph T. Campos",N/A,USA,Cody Duckworth,,"Fantasy, Horror, Thriller","English, Spanish",N/A,"HARBINGER is a contemporary fairy tale in the spirit of the Brother's Grimm. --12 year-old Mira has been having terrible dreams. As her haunting nightmares escalate, Mira's father moves with Mira and her very pregnant mother away from the city to a secluded ranch for some much needed family healing. Unfortunately the night terrors do not end for young Mira who is soon guided by visions of things-to-come by her dead grandmother who warns against drinking the well water. As Mira's mother and father continue to drink the water, as well as eat the animals who also drink the water, a transformation begins...and Mira's worst nightmares become real.",http://ia.media-imdb.com/images/M/MV5BMTA0NTg4OTk3NjNeQTJeQWpwZ15BbWU4MDk0MTg0MzMx._V1_SX300.jpg,N/A,N/A,True,94 min,Harbinger,movie,Cody Duckworth,2015,tt4007016,N/A,N/A
421,N/A,1 win.,India,Usha Ganesarajah,,"Animation, Action, Drama",Hindi,N/A,Pandavas - The Five Warriors is a wonderful movie in English. It is a classic Indian tale from one of India's greatest epic 'The Mahabharat'. The story depicts the eternal fight between good and evil. It is the story of the five 'Pandava' brothers and their war against their cousins 'The Kauravas'. Watch the epic conclusion on the battlefield of Kurukshetra. The movie stood 3rd at the Vancouver Effects & Animation Film Festival (2001) held in Cananda.,N/A,N/A,23 Dec 2000,True,N/A,Pandavas: The Five Warriors,movie,N/A,2000,tt0285868,4.8,23
422,"Feroz Khan, Kalpana, Shashikala, Shyam Kumar",N/A,India,Mohammed Hussain,,"Action, Crime, Drama","Hindi, Marathi, Urdu, English, Arabic",N/A,"Prakash lives a fairly wealthy lifestyle in Bombay along with his widowed mother, and a sister, Renuka, who is soon to wed Dindayal, the only son of widower businessman Mukatlal. Before the wedding could be formalized, Prakash unexpectedly leaves, and the Police notify Mukatlal that his house has been broken into and diamonds worth Rs.8 Lakhs have been stolen. Mukatlal's servant informs them that he is able to identify Prakash as one of five of the culprits, the police launch a search for him, and the wedding gets canceled. Prakash returns home and informs his family and girlfriend, Shoba, that he has been framed, and sets out to try and convince Mukatlal also. Shortly thereafter, his mother will get the news that Mukatlal has been killed and the prime suspect is none other than her son.",N/A,N/A,N/A,True,N/A,Teesra Kaun,movie,Bal Kishan Mouj,1965,tt0059787,6.6,5
423,"Mirko Artuso, Lucia Mascino, Leonardo Mason, Marco Paolini",N/A,Italy,Marco Segato,,Adventure,Italian,N/A,N/A,N/A,N/A,27 Aug 2016,True,N/A,La pelle dell'orso,movie,"Enzo Monteleone, Marco Paolini, Marco Segato",2016,tt6141468,N/A,N/A
424,"Ellie Lambeti, Yannis Apostolidis, Nikos Filippopoulos, Nikos Kazis",N/A,Greece,Takis Bakopoulos,,"Drama, War",Greek,N/A,"At the time of the German occupation of Athens, a group of children steals food and other supplies from the enemy, in order to survive. Their activity turns into a form of resistance and the Germans set out to chase them. The protagonists, Alekos and Nontas, are arrested and end up in a concentration camp. When they return to Athens, they have to defend the honor of Alekos' sister, Maria, who is pregnant from offspring of a wealthy family.",N/A,N/A,29 Oct 1949,True,72 min,Youth of Athens,movie,"Ion Daifas, Timos Moraitinis (dialogue)",1949,tt0199924,7.5,15
425,"George Montgomery, Deana Martin, Brian O'Shaughnessy, Tromp Terre'blanche",N/A,"South Africa, USA",Percival Rubens,,"Action, Drama, Western",English,N/A,"In the Transvaal, in 1900, the British army condemns to death an American mining engineer for aiding and abetting the Boer enemy. The engineer escapes from custody and takes refuge at an isolated Boer farm. When three deserters from the British army arrive on the scene, the engineer takes steps to protect himself and the Boer family.",N/A,N/A,07 Aug 1969,True,99 min,Strangers at Sunrise,movie,"Lee Marcus (screenplay), Percival Rubens (screenplay)",1969,tt0181030,5.8,10
426,"Seema Biswas, Nishith Dadhich, Mohan Gokhale, Kishore Kadam",N/A,India,Amol Palekar,,Drama,Marathi,N/A,N/A,N/A,N/A,N/A,True,135 min,Dhyasparva,movie,Chitra Palekar,2001,tt0331232,8.5,28
427,"Zach McGowan, Ed Begley Jr., Marilu Henner, Ashton Holmes",N/A,USA,David Singer,,"Comedy, Crime, Mystery",English,N/A,"Cassidy is a struggling actress, grinding out auditions, worrying that any chance at stardom may have already passed her by. Desperate to save money to move to Hollywood, she takes a job working as a runner for her mother's boyfriend.",N/A,N/A,N/A,True,109 min,Imperfections,movie,"David Singer (story), David Singer, Jonathan Singer (story), Jonathan Singer",2016,tt4584718,N/A,N/A
428,"Sakari Halonen, Eija Inkeri, Assi Nortia, Toppo Elonperä",N/A,Finland,Ville Salminen,,Musical,Finnish,N/A,N/A,N/A,N/A,21 Dec 1951,True,N/A,Tytön huivi,movie,"Inkeri Marjanen, Ville Salminen",1951,tt0121729,3.4,32
429,"Edward G. Robinson, Joan Bennett, Raymond Massey, Edmund Breon",N/A,USA,Fritz Lang,,"Crime, Drama, Film-Noir",English,N/A,"Gotham College professor Wanley and his friends become obsessed with the portrait of a woman in the window next to the men's club. Wanley happens to meet the woman while admiring her portrait, and ends up in her apartment for talk and a bit of champagne. Her boyfriend bursts in and misinterprets Wanley's presence, whereupon a scuffle ensues and the boyfriend gets killed. In order to protect his reputation, the professor agrees to dump the body and help cover up the killing, but becomes increasingly suspect as the police uncover more and more clues and a blackmailer begins leaning on the woman.",http://ia.media-imdb.com/images/M/MV5BNTcxNTE2NjU4OF5BMl5BanBnXkFtZTgwOTM3NDQ0MjE@._V1_SX300.jpg,N/A,03 Nov 1944,True,107 min,The Woman in the Window,movie,"Nunnally Johnson (written for the screen by), J.H. Wallis (novel)",1944,tt0037469,7.8,"9,664"
430,"Kang-ho Song, Sang-kyung Kim, Roe-ha Kim, Jae-ho Song",13 wins & 3 nominations.,South Korea,Joon-ho Bong,,"Crime, Drama, Mystery","Korean, English",82,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho Yong-koo, two brutal and stupid local detectives without any technique, investigate the murder using brutality and torturing the suspects, without any practical result. The Detective Seo Tae-Yoon from Seoul comes to the country to help the investigations and is convinced that a serial-killer is killing the women. When a third woman is found dead in the same ""modus-operandi"", the detectives find leads of the assassin.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWEyMThjODktYjJjZC00YzUxLTk1YmQtOGUwNjM3MGMzZTRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,UNRATED,02 May 2003,True,132 min,Memories of Murder,movie,"Joon-ho Bong, Kwang-rim Kim (play), Sung-bo Shim",2003,tt0353969,8.1,"69,027"
431,"John Wayne, Marsha Hunt, Johnny Mack Brown, John Patterson",N/A,USA,Charles Barton,,"Romance, Western",English,N/A,"Dare Rudd and Dinkey Hooley, roaming cowhands, drift into Montana, where they meet Dare's cousin, Tom Fillmore, cattleman and banker. Tom offers them jobs but they pass, until Dare sees Tom's sweetheart, Judy Worstall and decides to take the job. He is put in charge of a cattle drive, replacing ranch-foreman Lynn Hardy, who is in cahoots with Bart Hammond, rustler. Dare delivers the cattle to the railhead and is about to return when he is persuaded into a poker game by Buck Brady, a crooked gambler. Dare is almost cleaned out when Tom appears and takes a hand and discovers the dealer is switching decks.",http://ia.media-imdb.com/images/M/MV5BNTA2MjQ1MTY4N15BMl5BanBnXkFtZTgwODY0MjE3MjE@._V1_SX300.jpg,APPROVED,10 Dec 1937,True,59 min,Born to the West,movie,"Stuart Anthony (screenplay), Robert Yost (screenplay), Zane Grey (novel)",1937,tt0028653,5.8,602
432,"Troy Donahue, Suzanne Pleshette, Diane McBain, James Gregory",1 nomination.,USA,Raoul Walsh,,Western,English,N/A,"Lt. Hazard, fresh out of West Point, arrives in Arizona Territory at hot, dusty, Fort Delivery. Appalled by the lax discipline of its troops, he restricts their privileges and subjects them to arduous drills. At the same time, he finds himself falling in love with Kitty, the wife of his commanding officer. This romance is complicated when his fiancee from Back East decides to pay a visit. Troubles with the local Indians, however, soon force Hazard to concentrate on his military duties which sometimes conflict with his sympathy for the Indians' cause.",N/A,APPROVED,30 May 1964,True,117 min,A Distant Trumpet,movie,"John Twist (screenplay), Richard Fielder (adaptation), Albert Beich (adaptation), Paul Horgan (novel)",1964,tt0058019,6.4,624
433,"María Elena Marqués, Abel Salazar, Óscar Pulido, Queta Lavat",N/A,Mexico,René Cardona,,"Comedy, Drama",Spanish,N/A,N/A,N/A,N/A,05 Jan 1950,True,98 min,Yo quiero ser mala,movie,"Ernesto Cortázar, Antonio Monsell, Pedro de Urdimalas",1950,tt0256529,N/A,N/A
434,"Carlos Palomino, Marianne Marks, Henry Silva, Alexis Arguello",N/A,USA,Jerry Schafer,,"Action, Sport",English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMmFlODBiMDUtMDViYS00Y2EzLTlhNDEtYjljODkyMmY5ODFjXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg,R,N/A,True,N/A,Fists of Steel,movie,N/A,1991,tt0101890,6.3,13
435,"Olga Gromova, Vsevolod Larionov, Yuri Volyntsev, Vasiliy Livanov",N/A,Soviet Union,Roman Kachanov,,"Adventure, Sci-Fi, Animation",Russian,N/A,"At the end of the 22nd century Alisa Seleznyova, her father Professor Seleznyov and pilot Zeleny go on a space expedition to find rare animals for Moscow Zoo. On the way they seem to encounter a mysterious conspiracy led by Doctor Verhovtsev against legendary Two Captains Kim and Buran. The only clue is a talking bird Govorun that our heroes accidentally took possession of.",https://images-na.ssl-images-amazon.com/images/M/MV5BYWUyZjlkMjUtY2NlZS00MjIxLTkyYTEtNDhiZjcwNTY3ODMxXkEyXkFqcGdeQXVyNDg5Njk0Mjk@._V1_SX300.jpg,N/A,N/A,True,48 min,The Mystery of the Third Planet,movie,Kir Bulychyov (screenplay),1981,tt0211653,8.2,"1,429"
436,"Catalina Soto-Aguilar Kind, John DeLong, Philip Fornah, Karmen Capella",N/A,USA,Drew Hall,,"Crime, Sci-Fi",English,N/A,A material science expert is blackmailed to steal designs from a brilliant team of scientists who are building the world's first space elevator.,http://ia.media-imdb.com/images/M/MV5BMTk2MDkwNzAwNl5BMl5BanBnXkFtZTcwNTkxODY0Nw@@._V1_SX300.jpg,N/A,17 Mar 2012,True,97 min,Skyhook,movie,Denny Wilkins,2012,tt2245137,3.9,59
437,"Tainá Medina, Carol Pita",N/A,Brazil,Clarissa Appelt,,"Drama, Mystery",Portuguese,N/A,"Cecilia is fourteen years old and home alone for two weeks. After mixed days of solitude and joy, Lorena, a mysterious companion, shows up in the house. After her new friend's arrival, the house starts getting gradually emptier and strange events start to happen.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0MDU0MjEyNjdeQTJeQWpwZ15BbWU4MDU3Nzc0OTIx._V1_SX300.jpg,N/A,06 Aug 2015,True,102 min,A Casa de Cecília,movie,"Clarissa Appelt, Gabriel Ritter",2015,tt3969990,6.6,10
438,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",Nominated for 1 Oscar. Another 20 wins & 26 nominations.,UK,Danny Boyle,,Drama,English,83,"A wild, freeform, Rabelaisian trip through the darkest recesses of Edinburgh low-life, focusing on Mark Renton and his attempt to give up his heroin habit, and how the latter affects his relationship with family and friends: Sean Connery wannabe Sick Boy, dimbulb Spud, psycho Begbie, 14-year-old girlfriend Diane, and clean-cut athlete Tommy, who's never touched drugs but can't help being curious about them...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,R,09 Aug 1996,True,94 min,Trainspotting,movie,"Irvine Welsh (novel), John Hodge (screenplay)",1996,tt0117951,8.2,"476,740"
439,"Robert De Niro, John Cazale, John Savage, Christopher Walken",Won 5 Oscars. Another 17 wins & 26 nominations.,"UK, USA",Michael Cimino,,"Drama, War","English, Russian, Vietnamese, French",73,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzYmRmZTQtYjk2NS00MDdlLTkxMDAtMTE2YTM2ZmNlMTBkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,R,23 Feb 1979,True,183 min,The Deer Hunter,movie,"Michael Cimino (story), Deric Washburn (story), Louis Garfinkle (story), Quinn K. Redeker (story), Deric Washburn (screenplay)",1978,tt0077416,8.2,"235,569"
440,"Lesliana Pereira, Ana Santos, Erica Chissapa, Sílvio Nascimento",2 nominations.,Angola,Sérgio Graciano,,"Adventure, Biography, Drama",Portuguese,N/A,"In the 17th century a warrior woman fights for the independence of Angola. After witnessing the murder of her son and watching her people being humiliated by Portuguese colonizers, Njinga will become a Queen and struggle for their liberation embodying the motto: those who stay fight to win.",http://ia.media-imdb.com/images/M/MV5BMzMzNjcyOTM1OV5BMl5BanBnXkFtZTgwMDY4MDYwMzE@._V1_SX300.jpg,N/A,08 Nov 2013,True,109 min,Njinga Rainha de Angola,movie,Joana Jorge,2013,tt3463004,6.3,39
441,"Quinn Beswick, Cassidy Boyd, Ethan Dawes, Clay Elliott",N/A,USA,Ethan Dawes,,"Comedy, Romance",English,N/A,"After a series of frustrating events throw Max Greene over the edge, he and three friends take an impromptu trip to the desert to clear their heads and reassess their lives.",http://ia.media-imdb.com/images/M/MV5BMTkwOTUxMjQwM15BMl5BanBnXkFtZTcwODE3MzU4OA@@._V1_SX300.jpg,N/A,N/A,True,70 min,Go for Broke,movie,Ethan Dawes,2013,tt2475826,8.3,6
442,"Rod Kei, Andrew Biss, Rocky Ferera, Matt Diagostine",N/A,N/A,Stephen Lieb,,"Thriller, Action",N/A,N/A,N/A,N/A,18,N/A,True,N/A,L.A. Task Force,movie,Matt Diagostine,1994,tt0110293,3.6,19
443,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",Won 4 Oscars. Another 122 wins & 213 nominations.,"USA, Germany, UK",Wes Anderson,,"Adventure, Comedy, Crime","English, French",88,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,R,28 Mar 2014,True,99 min,The Grand Budapest Hotel,movie,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)",2014,tt2278388,8.1,"487,162"
444,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",Won 1 Oscar. Another 37 wins & 32 nominations.,USA,Martin Scorsese,,"Biography, Crime, Drama","English, Italian",89,"Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1_SX300.jpg,R,21 Sep 1990,True,146 min,Goodfellas,movie,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)",1990,tt0099685,8.7,"738,291"
445,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",Won 3 Oscars. Another 4 wins & 8 nominations.,USA,Michael Curtiz,,"Drama, Romance, War","English, French, German, Italian",N/A,"In World War II Casablanca, Rick Blaine, exiled American and former freedom fighter, runs the most popular nightspot in town. The cynical lone wolf Blaine comes into the possession of two valuable letters of transit. When Nazi Major Strasser arrives in Casablanca, the sycophantic police Captain Renault does what he can to please him, including detaining a Czechoslovak underground leader Victor Laszlo. Much to Rick's surprise, Lazslo arrives with Ilsa, Rick's one time love. Rick is very bitter towards Ilsa, who ran out on him in Paris, but when he learns she had good reason to, they plan to run off together again using the letters of transit. Well, that was their original plan....",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNDYyNTk2N15BMl5BanBnXkFtZTgwMjQ0OTMyMjE@._V1_SX300.jpg,PG,23 Jan 1943,True,102 min,Casablanca,movie,"Julius J. Epstein (screenplay), Philip G. Epstein (screenplay), Howard Koch (screenplay), Murray Burnett (play), Joan Alison (play)",1942,tt0034583,8.6,"392,074"
446,"Saiful Apek, Shamsul Ghau Ghau, Kuswadinata, Tan Sue Len",N/A,Malaysia,Mamat Khalid,,"Action, Adventure, Comedy",Malay,N/A,N/A,N/A,N/A,04 Dec 2003,True,N/A,Lang buana,movie,N/A,2003,tt1531689,6.0,6
447,"Eli Wallach, Clint Eastwood, Lee Van Cleef, Aldo Giuffrè",1 win & 1 nomination.,"Italy, Spain, West Germany, USA",Sergio Leone,,Western,Italian,90,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_SX300.jpg,APPROVED,29 Dec 1967,True,161 min,"The Good, the Bad and the Ugly",movie,"Luciano Vincenzoni (story), Sergio Leone (story), Agenore Incrocci (screenplay), Furio Scarpelli (screenplay), Luciano Vincenzoni (screenplay), Sergio Leone (screenplay), Mickey Knox (English version by)",1966,tt0060196,8.9,"510,591"
448,"Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow",7 wins & 1 nomination.,Sweden,Ingmar Bergman,,"Drama, Fantasy","Swedish, Latin",N/A,"A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@._V1_SX300.jpg,NOT RATED,13 Oct 1958,True,96 min,The Seventh Seal,movie,"Ingmar Bergman (play), Ingmar Bergman (screenplay)",1957,tt0050976,8.2,"113,361"
449,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell",Nominated for 1 Oscar. Another 4 wins & 10 nominations.,USA,Rob Reiner,,"Adventure, Drama",English,N/A,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",https://images-na.ssl-images-amazon.com/images/M/MV5BZWRmOGU2M2ItMTJhMi00ZDA3LWJhOWItYWQ3NjI5NjEyNTFlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,R,22 Aug 1986,True,89 min,Stand by Me,movie,"Stephen King (novel), Raynold Gideon (screenplay), Bruce A. Evans (screenplay)",1986,tt0092005,8.1,"276,975"
450,"Christoffer Elisenberg, Anders Fjell, Jan Edgar Fjell, Ida Frederiksen",N/A,Norway,"Christopher Harberg, Fredrik Nielsen",,Comedy,Norwegian,N/A,N/A,N/A,N/A,06 Nov 2010,True,N/A,Brente Popcorn,movie,"Roy Albertsen (script), Christopher Harberg, Fredrik Nielsen",2010,tt1837521,8.8,9
451,"Ahmed Mazhar, Mohamed Abdel Gawad, Tewfik El Dekn, Omar El-Hariri",N/A,Egypt,Youssef Chahine,,"Action, Adventure, Drama",Arabic,N/A,"Saladin, ruler of the kingdoms surrounding the Latin state of Jerusalem, is brought to attack the Christians in the Holy Land by the sacking of a convoy of Muslim pilgrims, a group which ...",http://ia.media-imdb.com/images/M/MV5BMGMzYzA5Y2MtYzYxNy00YThjLTlkOGMtYWIzMjJmZWVlNzM0XkEyXkFqcGdeQXVyNjUxOTU2ODU@._V1_SX300.jpg,N/A,30 May 1983,True,90 min,El Naser Salah el Dine,movie,"Mohamed Abdel Gawad, Youssef Chahine (screenplay), Abderrahman Charkawi (screenplay), Youssef El Sebai (story), Naguib Mahfouz (novel), Ezzel Dine Zulficar",1963,tt0057357,8.1,"1,147"
452,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Gino Saltamerenda",Nominated for 1 Oscar. Another 18 wins.,Italy,Vittorio De Sica,,Drama,Italian,N/A,"Ricci, an unemployed man in the depressed post-WWII economy of Italy, gets at last a good job - for which he needs a bike - hanging up posters. But soon his bicycle is stolen. He and his son walk the streets of Rome, looking for the bicycle. Ricci finally manages to locate the thief but with no proof, he has to abandon his cause. But he and his son know perfectly well that without a bike, Ricci won't be able to keep his job.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_SX300.jpg,NOT RATED,13 Dec 1949,True,89 min,Bicycle Thieves,movie,"Cesare Zavattini (story), Luigi Bartolini (novel), Oreste Biancoli (screenplay), Suso Cecchi D'Amico (screenplay), Vittorio De Sica (screenplay), Adolfo Franci (screenplay), Gherardo Gherardi (screenplay), Gerardo Guerrieri (screenplay), Cesare Zavattini (screenplay)",1948,tt0040522,8.3,"96,195"
453,"Crawford M. Collins, Blaine Pennington, Miranda McCauley, Paul Sheehan",N/A,USA,Danielle Earle,,"Drama, Romance",English,N/A,"Vincent and Annabella are a wealthy couple living in New York City. They want to have a child but soon discover that children will never be a possibility for them. Soon, their ambitions for...",http://ia.media-imdb.com/images/M/MV5BMTQ4NTY1MTcxMl5BMl5BanBnXkFtZTgwOTgyNjcwMDE@._V1_SX300.jpg,N/A,N/A,True,108 min,Lover's Game,movie,"Danielle Earle, Stephanie Lazorchak",2015,tt2543490,N/A,N/A
454,"E. Tarkhnishvili, A. Gorshenin, A. Martinov, M. Kulakov",N/A,Soviet Union,"Mikheil Chiaureli, Efim Dzigan",,"Action, Adventure, Drama",Georgian,N/A,N/A,N/A,N/A,02 Oct 1928,True,64 min,Pirveli korneti Streshniovi,movie,Arsen Aravski,1928,tt0170405,6.8,13
455,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro",Won 6 Oscars. Another 10 wins & 20 nominations.,USA,Francis Ford Coppola,,"Crime, Drama","English, Italian, Spanish, Latin, Sicilian",80,"The continuing saga of the Corleone crime family tells the story of a young Vito Corleone growing up in Sicily and in 1910s New York; and follows Michael Corleone in the 1950s as he attempts to expand the family business into Las Vegas, Hollywood and Cuba.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2NTM3MzU1Nl5BMl5BanBnXkFtZTcwMTA5Mzg3OA@@._V1_SX300.jpg,R,20 Dec 1974,True,202 min,The Godfather: Part II,movie,"Francis Ford Coppola (screenplay), Mario Puzo (screenplay), Mario Puzo (novel)",1974,tt0071562,9.0,"800,469"
456,"Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi",4 wins & 16 nominations.,"USA, UK","Joel Coen, Ethan Coen",,"Comedy, Crime","English, German, Hebrew, Spanish",69,"""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,06 Mar 1998,True,117 min,The Big Lebowski,movie,"Ethan Coen, Joel Coen",1998,tt0118715,8.2,"543,943"
457,"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia",6 wins & 1 nomination.,USA,Orson Welles,,"Crime, Drama, Film-Noir","English, Spanish",N/A,"Mexican Narcotics officer Ramon Miguel 'Mike' Vargas has to interrupt his honeymoon on the Mexican-US border when an American building contractor is killed after someone places a bomb in his car. He's killed on the US side of the border but it's clear that the bomb was planted on the Mexican side. As a result, Vargas delays his return to Mexico City where he has been mounting a case against the Grandi family crime and narcotics syndicate. Police Captain Hank Quinlan is in charge on the US side and he soon has a suspect, a Mexican named Manolo Sanchez. Vargas is soon onto Quinlan and his Sergeant, Pete Menzies, when he catches them planting evidence to convict Sanchez. With his new American wife, Susie, safely tucked away in a hotel on the US side of the border - or so he thinks - he starts to review Quinlan's earlier cases. While concentrating on the corrupt policeman however, the Grandis have their own plans for Vargas and they start with his wife Susie.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTBlNGM0MjMtMDBhNi00NGJhLTliOTUtNDdlNjUwMTBkOTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,21 May 1958,True,95 min,Touch of Evil,movie,"Orson Welles (screenplay), Whit Masterson (based on the novel ""Badge Of Evil"" by)",1958,tt0052311,8.1,"74,079"
458,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Won 2 Oscars. Another 105 wins & 133 nominations.,USA,Paul Thomas Anderson,,Drama,"English, American Sign Language",92,"The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California presents miner-turned-oilman Daniel Plainview, a driven man who will do whatever it takes to achieve his goals. He works hard but also takes advantage of those around him at their expense if need be. His business partner/son (H.W.) is, in reality, an ""acquired"" child whose true biological single-parent father (working on one of Daniel's rigs) died in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins whose family farm Daniel purchases for the major oil deposit located on it. Eli, a local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast, and as Eli tries to build his own religious empire.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg,R,25 Jan 2008,True,158 min,There Will Be Blood,movie,"Paul Thomas Anderson (screenplay), Upton Sinclair (novel)",2007,tt0469494,8.1,"380,125"
459,"Amy Adams, Jeremy Renner, Michael Stuhlbarg, Forest Whitaker",1 nomination.,USA,Denis Villeneuve,,"Drama, Mystery, Sci-Fi",English,80,"When mysterious spacecraft touch down across the globe, an elite team - lead by expert linguist Louise Banks - are brought together to investigate. As mankind teeters on the verge of global war, Banks and the team race against time for answers - and to find them, she will take a chance that could threaten her life, and quite possibly humanity.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5NzIxNzk2OV5BMl5BanBnXkFtZTgwNzM5NzQ3OTE@._V1_SX300.jpg,N/A,11 Nov 2016,True,116 min,Arrival,movie,"Eric Heisserer (screenplay), Ted Chiang (short story ""Story of Your Life"")",2016,tt2543164,8.5,925
460,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",Won 6 Oscars. Another 39 wins & 65 nominations.,USA,Robert Zemeckis,,"Comedy, Drama",English,82,"Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.",https://images-na.ssl-images-amazon.com/images/M/MV5BYThjM2MwZGMtMzg3Ny00NGRkLWE4M2EtYTBiNWMzOTY0YTI4XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,PG-13,06 Jul 1994,True,142 min,Forrest Gump,movie,"Winston Groom (novel), Eric Roth (screenplay)",1994,tt0109830,8.8,"1,279,349"
461,"Milton Rodríguez, Hugo Stiglitz, Rafael Baledón, Norma Lazareno",N/A,Mexico,Alberto Mariscal,,"Drama, Western",Spanish,N/A,N/A,N/A,N/A,24 Jan 1974,True,85 min,Uno para la horca,movie,"Keith Luger, Ramón Obón",1974,tt0311958,6.2,5
