,artist.inverted,track,track_length_seconds,genre_clean,date_entered,date_peaked,season,weeks_to_peak,weeks_on_billboard,rank_entered,highest_rank,ranks_climbed,last_rank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,reached_top_10
140,"Wills, Mark",Back At One,240,Country,2000-01-15,2000-02-26,Winter,6.0,18,89,36.0,53.0,99.0,89,55.0,51.0,43.0,37.0,37.0,36.0,39.0,42.0,46.0,45.0,52.0,64.0,74.0,84.0,90.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
141,Lucy Pearl,Dance Tonight,225,Others,2000-05-20,2000-07-29,Spring,10.0,19,80,36.0,44.0,92.0,80,75.0,63.0,59.0,55.0,49.0,42.0,42.0,40.0,40.0,36.0,43.0,46.0,54.0,72.0,84.0,84.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
142,"Jackson, Alan",It Must Be Love,173,Country,2000-06-24,2000-09-02,Summer,10.0,20,76,37.0,39.0,89.0,76,74.0,68.0,63.0,57.0,49.0,44.0,39.0,39.0,38.0,37.0,37.0,40.0,47.0,62.0,64.0,75.0,80.0,84.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
143,"Griggs, Andy",She's More,199,Country,2000-03-11,2000-06-10,Spring,13.0,20,81,37.0,44.0,85.0,81,76.0,69.0,67.0,62.0,55.0,52.0,51.0,51.0,48.0,47.0,43.0,42.0,37.0,41.0,50.0,69.0,73.0,77.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
144,No Doubt,Simple Kind Of Life,251,Rock,2000-07-01,2000-07-22,Summer,3.0,13,50,38.0,12.0,98.0,50,40.0,39.0,38.0,38.0,48.0,52.0,55.0,80.0,85.0,88.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
145,"Jean, Wyclef",911,240,Rap,2000-10-07,2000-11-25,Fall,7.0,19,77,38.0,39.0,96.0,77,74.0,64.0,61.0,53.0,48.0,43.0,38.0,42.0,38.0,44.0,49.0,53.0,61.0,66.0,68.0,80.0,85.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
146,Rascal Flatts,Prayin' For Daylight,216,Country,2000-05-06,2000-08-12,Spring,14.0,20,87,38.0,49.0,77.0,87,78.0,72.0,68.0,66.0,64.0,58.0,58.0,56.0,54.0,49.0,46.0,46.0,41.0,38.0,38.0,47.0,65.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
147,Vitamin C,Graduation (Friends Forever),263,Rock,2000-04-15,2000-06-10,Spring,8.0,12,81,38.0,43.0,87.0,81,64.0,54.0,54.0,46.0,40.0,40.0,40.0,38.0,42.0,57.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
148,"Gilman, Billy",One Voice,247,Country,2000-06-17,2000-09-02,Summer,11.0,19,86,38.0,48.0,97.0,86,86.0,82.0,72.0,65.0,56.0,56.0,55.0,44.0,44.0,43.0,38.0,40.0,44.0,61.0,77.0,85.0,95.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
149,Lonestar,Smile,213,Country,1999-12-18,2000-02-12,Winter,8.0,20,89,39.0,50.0,91.0,89,80.0,80.0,80.0,65.0,47.0,44.0,42.0,39.0,39.0,43.0,41.0,43.0,45.0,50.0,58.0,67.0,78.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
150,"Rogers, Kenny",Buy Me A Rose,226,Country,2000-03-11,2000-05-06,Spring,8.0,20,79,40.0,39.0,91.0,79,72.0,65.0,65.0,54.0,46.0,46.0,43.0,40.0,40.0,46.0,54.0,58.0,66.0,73.0,82.0,86.0,84.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
151,"Lawrence, Tracy",Lessons Learned,175,Country,2000-01-29,2000-04-08,Winter,10.0,20,80,40.0,40.0,100.0,80,73.0,61.0,61.0,48.0,48.0,48.0,48.0,44.0,42.0,40.0,40.0,50.0,66.0,81.0,93.0,94.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
152,"Strait, George",Go On,228,Country,2000-08-26,2000-10-28,Summer,9.0,20,71,40.0,31.0,97.0,71,67.0,63.0,56.0,53.0,48.0,46.0,46.0,44.0,40.0,44.0,46.0,49.0,56.0,56.0,71.0,78.0,88.0,95.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
153,Sisqo,Got To Get It,232,Rock,1999-11-20,2000-01-22,Fall,9.0,20,92,40.0,52.0,95.0,92,76.0,73.0,58.0,48.0,48.0,48.0,48.0,49.0,40.0,43.0,51.0,50.0,57.0,63.0,64.0,68.0,82.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
154,Baha Men,Who Let The Dogs Out,197,Others,2000-07-22,2000-10-21,Summer,13.0,20,99,40.0,59.0,84.0,99,92.0,85.0,76.0,65.0,54.0,61.0,58.0,54.0,54.0,53.0,53.0,43.0,40.0,44.0,41.0,51.0,65.0,78.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
155,"Walker, Clay",The Chain Of Love,303,Country,2000-04-15,2000-06-10,Spring,8.0,20,73,40.0,33.0,95.0,73,65.0,57.0,57.0,51.0,48.0,44.0,43.0,40.0,45.0,44.0,53.0,57.0,68.0,71.0,81.0,90.0,94.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
156,"McBride, Martina",Love's The Only House,313,Country,2000-02-05,2000-04-15,Winter,10.0,20,79,42.0,37.0,90.0,79,69.0,65.0,58.0,53.0,52.0,52.0,48.0,45.0,43.0,42.0,42.0,50.0,60.0,64.0,75.0,91.0,93.0,92.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
157,Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,Summer,30.0,29,99,42.0,57.0,50.0,99,99.0,96.0,96.0,100.0,93.0,93.0,96.0,,,99.0,,96.0,96.0,99.0,98.0,98.0,,95.0,88.0,88.0,79.0,76.0,69.0,69.0,59.0,58.0,58.0,49.0,44.0,42.0,46.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
158,"Tippin, Aaron",Kiss This,173,Country,2000-08-26,2000-10-21,Summer,8.0,20,74,42.0,32.0,99.0,74,72.0,66.0,53.0,52.0,47.0,47.0,45.0,42.0,46.0,51.0,60.0,68.0,69.0,78.0,94.0,87.0,92.0,97.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
159,SheDaisy,I Will.. But,220,Country,2000-07-15,2000-09-16,Summer,9.0,20,78,43.0,35.0,87.0,78,74.0,70.0,61.0,59.0,52.0,48.0,47.0,45.0,43.0,44.0,43.0,52.0,56.0,70.0,80.0,86.0,81.0,85.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
160,"Raye, Collin",Couldn't Last A Moment,220,Country,2000-03-18,2000-06-24,Spring,14.0,20,91,43.0,48.0,89.0,91,85.0,75.0,73.0,67.0,63.0,63.0,63.0,56.0,49.0,48.0,46.0,44.0,44.0,43.0,45.0,53.0,66.0,73.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
161,Black Rob,Whoa!,244,Rap,2000-03-04,2000-04-15,Spring,6.0,17,78,43.0,35.0,97.0,78,59.0,53.0,52.0,47.0,46.0,43.0,47.0,47.0,58.0,54.0,57.0,70.0,85.0,84.0,93.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
162,"Jackson, Alan",Pop A Top,184,Country,1999-11-13,2000-01-22,Fall,10.0,17,79,43.0,36.0,100.0,79,73.0,70.0,64.0,63.0,57.0,55.0,55.0,63.0,52.0,43.0,47.0,55.0,78.0,95.0,100.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
163,"Black, Clint",Been There,328,Country,2000-02-19,2000-04-15,Winter,8.0,20,87,44.0,43.0,100.0,87,73.0,62.0,58.0,58.0,57.0,51.0,47.0,44.0,44.0,44.0,55.0,53.0,53.0,63.0,84.0,85.0,87.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
164,Common,The Light,235,Rap,2000-08-05,2000-09-09,Summer,5.0,19,75,44.0,31.0,99.0,75,55.0,53.0,49.0,46.0,44.0,49.0,51.0,51.0,56.0,52.0,56.0,70.0,82.0,86.0,89.0,93.0,93.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
165,"Vassar, Phil",Carlene,247,Country,2000-03-04,2000-04-22,Spring,7.0,19,75,45.0,30.0,93.0,75,67.0,64.0,64.0,57.0,53.0,47.0,45.0,45.0,50.0,52.0,56.0,59.0,78.0,83.0,84.0,91.0,96.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
166,"Jackson, Alan",www.memory,156,Country,2000-11-04,2000-12-23,Fall,7.0,15,75,45.0,30.0,99.0,75,59.0,59.0,54.0,50.0,49.0,47.0,45.0,49.0,69.0,63.0,67.0,77.0,89.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
167,Vitamin C,The Itch,210,Rock,2000-12-02,2000-12-16,Winter,2.0,9,86,45.0,41.0,100.0,86,48.0,45.0,52.0,57.0,58.0,76.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
168,"Eastsidaz, The",G'D Up,267,Rap,2000-01-08,2000-02-12,Winter,5.0,14,77,47.0,30.0,94.0,77,77.0,89.0,64.0,57.0,47.0,47.0,55.0,65.0,69.0,83.0,82.0,90.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
169,Ideal,Whatever,228,Others,2000-06-10,2000-08-19,Summer,10.0,18,75,47.0,28.0,90.0,75,75.0,67.0,73.0,64.0,56.0,54.0,54.0,54.0,48.0,47.0,50.0,60.0,68.0,73.0,81.0,92.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
170,"Thomas, Carl",Emotional,271,Rock,2000-11-25,2000-12-30,Fall,5.0,20,77,47.0,30.0,99.0,77,63.0,61.0,58.0,54.0,47.0,53.0,52.0,49.0,52.0,60.0,62.0,69.0,69.0,63.0,76.0,87.0,82.0,91.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
171,Ginuwine,None Of Ur Friends Business,252,Rock,1999-12-11,2000-01-22,Winter,6.0,15,94,48.0,46.0,92.0,94,84.0,71.0,71.0,60.0,63.0,48.0,48.0,48.0,55.0,64.0,71.0,85.0,85.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
172,"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,Spring,12.0,20,97,49.0,48.0,83.0,97,97.0,97.0,90.0,83.0,78.0,74.0,69.0,60.0,56.0,54.0,50.0,49.0,55.0,52.0,51.0,51.0,62.0,63.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
173,DMX,What You Want,245,Rap,2000-07-01,2000-09-23,Summer,12.0,20,98,49.0,49.0,100.0,98,95.0,95.0,87.0,86.0,79.0,62.0,60.0,58.0,57.0,52.0,55.0,49.0,57.0,62.0,65.0,87.0,89.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
174,"John, Elton",Someday Out Of The Blue,281,Rock,2000-04-22,2000-05-06,Spring,2.0,15,56,49.0,7.0,99.0,56,56.0,49.0,59.0,67.0,60.0,64.0,73.0,81.0,90.0,93.0,89.0,98.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
175,Pearl Jam,Nothing As It Seems,320,Rock,2000-05-13,2000-05-13,Spring,0.0,6,49,49.0,-0.0,91.0,49,70.0,84.0,89.0,93.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
176,Mya,The Best Of Me,252,Rock,2000-04-15,2000-05-20,Spring,5.0,17,85,50.0,35.0,97.0,85,70.0,65.0,62.0,55.0,50.0,50.0,56.0,61.0,61.0,72.0,84.0,81.0,86.0,86.0,94.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
177,"Heatherly, Eric",Flowers On The Wall,196,Country,2000-04-29,2000-08-12,Spring,15.0,20,95,50.0,45.0,89.0,95,88.0,88.0,82.0,82.0,77.0,72.0,67.0,65.0,65.0,65.0,60.0,60.0,53.0,51.0,50.0,57.0,77.0,83.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
178,Eminem,Stan,326,Rap,2000-11-04,2000-12-02,Fall,4.0,15,78,51.0,27.0,100.0,78,67.0,57.0,57.0,51.0,51.0,51.0,57.0,55.0,70.0,69.0,77.0,88.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
179,"McEntire, Reba",I'll Be,263,Country,2000-05-13,2000-07-29,Spring,11.0,20,89,51.0,38.0,100.0,89,79.0,79.0,72.0,69.0,64.0,61.0,57.0,55.0,55.0,52.0,51.0,53.0,60.0,81.0,84.0,93.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
180,"Lopez, Jennifer",Feelin' Good,268,Latin,2000-02-19,2000-04-08,Winter,7.0,17,79,51.0,28.0,96.0,79,79.0,66.0,54.0,54.0,54.0,54.0,51.0,61.0,79.0,96.0,,,64.0,74.0,73.0,79.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
181,"Urban, Keith",Your Everything,250,Country,2000-07-15,2000-09-16,Summer,9.0,16,81,51.0,30.0,100.0,81,80.0,73.0,73.0,67.0,64.0,60.0,59.0,53.0,51.0,55.0,66.0,84.0,90.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
182,TLC,Dear Lie,276,Rock,2000-02-12,2000-03-04,Winter,3.0,7,63,51.0,12.0,92.0,63,55.0,52.0,51.0,56.0,74.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
183,"Gill, Vince",Feels Like Love,253,Country,2000-09-02,2000-11-18,Fall,11.0,20,82,52.0,30.0,89.0,82,76.0,74.0,73.0,73.0,65.0,59.0,58.0,54.0,54.0,53.0,52.0,55.0,52.0,57.0,76.0,91.0,99.0,,91.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
184,"Houston, Whitney",Could I Have This Kiss Forever,234,Rock,2000-06-17,2000-08-05,Summer,7.0,19,74,52.0,22.0,97.0,74,68.0,68.0,67.0,59.0,59.0,60.0,52.0,54.0,56.0,59.0,70.0,69.0,81.0,87.0,95.0,98.0,100.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
185,Bloodhound Gang,The Bad Touch,260,Others,2000-03-18,2000-04-15,Spring,4.0,12,70,52.0,18.0,98.0,70,62.0,55.0,55.0,52.0,57.0,72.0,80.0,82.0,92.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
186,"Williams, Robbie",Angels,236,Rock,1999-11-20,2000-01-22,Fall,9.0,19,85,53.0,32.0,95.0,85,77.0,69.0,69.0,62.0,56.0,56.0,64.0,54.0,53.0,72.0,83.0,81.0,88.0,96.0,93.0,91.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
187,"Messina, Jo Dee",Because You Love Me,230,Country,2000-01-29,2000-03-11,Winter,6.0,13,83,53.0,30.0,93.0,83,78.0,71.0,71.0,66.0,55.0,53.0,57.0,61.0,61.0,61.0,72.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
188,"Keith, Toby",Country Comes To Town,219,Country,2000-08-05,2000-10-14,Summer,10.0,15,82,54.0,28.0,93.0,82,78.0,75.0,69.0,66.0,62.0,59.0,58.0,55.0,55.0,54.0,62.0,81.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
189,Beenie Man,Girls Dem Sugar,257,Others,2000-10-21,2000-12-02,Fall,6.0,15,72,54.0,18.0,95.0,72,72.0,63.0,56.0,62.0,63.0,54.0,60.0,69.0,75.0,84.0,92.0,85.0,84.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
190,"Hill, Faith",Let's Make Love,251,Rap,2000-08-12,2000-10-21,Summer,10.0,14,83,54.0,29.0,91.0,83,83.0,73.0,73.0,67.0,60.0,60.0,60.0,57.0,55.0,54.0,69.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
191,Kelis,Caught Out There,249,Others,1999-12-04,2000-01-08,Winter,5.0,12,84,54.0,30.0,90.0,84,68.0,67.0,63.0,63.0,54.0,56.0,59.0,68.0,67.0,75.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
192,Jay-Z,Anything,221,Rap,2000-02-26,2000-03-11,Winter,2.0,8,72,55.0,17.0,92.0,72,58.0,55.0,55.0,63.0,74.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
193,3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,Fall,6.0,20,76,55.0,21.0,70.0,76,76.0,72.0,69.0,67.0,65.0,55.0,59.0,62.0,61.0,61.0,59.0,61.0,66.0,72.0,76.0,75.0,67.0,73.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
194,Brooks & Dunn,You'll Always Be Loved By Me,178,Country,2000-06-10,2000-09-09,Summer,13.0,19,95,55.0,40.0,98.0,95,85.0,85.0,85.0,83.0,83.0,82.0,74.0,74.0,68.0,62.0,56.0,56.0,55.0,62.0,71.0,86.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
195,"Chesney, Kenny",What I Need To Do,245,Country,2000-04-01,2000-06-10,Spring,10.0,17,79,56.0,23.0,95.0,79,74.0,68.0,72.0,69.0,69.0,62.0,58.0,57.0,57.0,56.0,56.0,56.0,72.0,80.0,93.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
196,"Stone, Angie",No More Rain (In This Cloud),282,Others,1999-12-25,2000-01-22,Winter,4.0,17,86,56.0,30.0,100.0,86,86.0,74.0,66.0,56.0,60.0,56.0,60.0,67.0,69.0,63.0,73.0,71.0,81.0,89.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
197,Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,Winter,7.0,18,93,56.0,37.0,100.0,93,73.0,60.0,60.0,60.0,60.0,63.0,56.0,58.0,70.0,71.0,72.0,90.0,94.0,94.0,94.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
198,SheDaisy,This Woman Needs,200,Country,2000-02-05,2000-03-04,Winter,4.0,9,82,57.0,25.0,82.0,82,70.0,70.0,67.0,57.0,57.0,61.0,68.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
199,Papa Roach,Last Resort,199,Rock,2000-07-29,2000-12-02,Summer,18.0,20,75,57.0,18.0,72.0,75,71.0,69.0,69.0,66.0,64.0,61.0,61.0,66.0,64.0,63.0,60.0,65.0,66.0,62.0,66.0,64.0,64.0,57.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
200,"Adams, Yolanda",Open My Heart,330,Others,2000-08-26,2000-10-21,Summer,8.0,20,76,57.0,19.0,89.0,76,76.0,74.0,69.0,68.0,67.0,61.0,58.0,57.0,59.0,66.0,68.0,61.0,67.0,59.0,63.0,67.0,71.0,79.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
201,Shyne,Bad Boyz,262,Rap,2000-09-09,2000-10-28,Fall,7.0,15,94,57.0,37.0,100.0,94,87.0,90.0,90.0,82.0,67.0,61.0,57.0,71.0,78.0,74.0,81.0,88.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
202,R.E.M.,The Great Beyond,250,Rock,1999-12-25,2000-01-29,Winter,5.0,14,79,57.0,22.0,91.0,79,79.0,70.0,62.0,60.0,57.0,61.0,66.0,60.0,59.0,60.0,63.0,79.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
203,"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,Summer,5.0,14,81,57.0,24.0,100.0,81,78.0,67.0,63.0,60.0,57.0,63.0,69.0,78.0,85.0,92.0,92.0,,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
204,"McGraw, Tim",Some Things Never Change,236,Country,2000-05-13,2000-07-01,Spring,7.0,14,76,58.0,18.0,93.0,76,66.0,66.0,65.0,63.0,60.0,60.0,58.0,58.0,58.0,58.0,59.0,70.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205,"Henley, Don",Taking You Home,248,Rock,2000-06-24,2000-08-05,Summer,6.0,20,79,58.0,21.0,87.0,79,77.0,74.0,73.0,66.0,62.0,58.0,58.0,61.0,68.0,71.0,71.0,79.0,83.0,85.0,87.0,83.0,90.0,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
206,Eminem,The Way I Am,280,Rap,2000-08-26,2000-09-30,Summer,5.0,10,87,58.0,29.0,86.0,87,74.0,59.0,65.0,59.0,58.0,59.0,62.0,89.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
207,Nas,You Owe Me,231,Others,2000-03-25,2000-04-15,Spring,3.0,16,74,59.0,15.0,96.0,74,72.0,68.0,59.0,59.0,59.0,67.0,67.0,63.0,69.0,75.0,82.0,79.0,88.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
208,Sister Hazel,Change Your Mind,242,Rock,2000-07-15,2000-08-05,Summer,3.0,20,75,59.0,16.0,98.0,75,67.0,66.0,59.0,63.0,71.0,78.0,81.0,78.0,78.0,84.0,87.0,94.0,91.0,93.0,95.0,100.0,98.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
209,Puff Daddy,Best Friend,333,Rap,2000-02-12,2000-02-19,Winter,1.0,5,65,59.0,6.0,99.0,65,59.0,62.0,79.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
210,"McBride, Martina",There You Are,206,Country,2000-09-09,2000-10-21,Fall,6.0,13,79,60.0,19.0,92.0,79,75.0,75.0,75.0,73.0,64.0,60.0,60.0,60.0,63.0,63.0,82.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
211,Usher,Pop Ya Collar,216,Rock,2000-11-04,2000-11-18,Fall,2.0,7,68,60.0,8.0,93.0,68,64.0,60.0,60.0,62.0,79.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
212,Lil' Kim,No Matter What They Say,252,Rap,2000-07-15,2000-08-05,Summer,3.0,10,80,60.0,20.0,97.0,80,72.0,67.0,60.0,65.0,73.0,81.0,86.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
213,LFO,I Don't Wanna Kiss You Goodnight,300,Rock,2000-04-15,2000-04-22,Spring,1.0,5,63,61.0,2.0,91.0,63,61.0,68.0,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
214,SheDaisy,Deck The Halls,226,Country,1999-12-25,2000-01-01,Winter,1.0,2,97,61.0,36.0,61.0,97,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
215,Splender,I Think God Can Explain,235,Others,2000-06-10,2000-06-24,Summer,2.0,12,71,62.0,9.0,100.0,71,66.0,62.0,62.0,62.0,64.0,65.0,71.0,81.0,89.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
216,"Simpson, Jessica",Where You Are,231,Rock,2000-04-01,2000-04-15,Spring,2.0,6,73,62.0,11.0,93.0,73,66.0,62.0,62.0,76.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
217,M2M,Mirror Mirror,199,Others,2000-04-01,2000-05-27,Spring,8.0,18,87,62.0,25.0,96.0,87,87.0,94.0,91.0,75.0,68.0,65.0,86.0,62.0,70.0,74.0,70.0,70.0,80.0,82.0,87.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
218,Kumbia Kings,U Don't Love Me,230,Others,2000-03-04,2000-03-18,Spring,2.0,10,81,62.0,19.0,100.0,81,64.0,62.0,67.0,70.0,70.0,75.0,87.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
